country,p0p1,p1p2,p2p3,p3p4,p4p5,p5p6,p6p7,p7p8,p8p9,p9p10,p10p11,p11p12,p12p13,p13p14,p14p15,p15p16,p16p17,p17p18,p18p19,p19p20,p20p21,p21p22,p22p23,p23p24,p24p25,p25p26,p26p27,p27p28,p28p29,p29p30,p30p31,p31p32,p32p33,p33p34,p34p35,p35p36,p36p37,p37p38,p38p39,p39p40,p40p41,p41p42,p42p43,p43p44,p44p45,p45p46,p46p47,p47p48,p48p49,p49p50,p50p51,p51p52,p52p53,p53p54,p54p55,p55p56,p56p57,p57p58,p58p59,p59p60,p60p61,p61p62,p62p63,p63p64,p64p65,p65p66,p66p67,p67p68,p68p69,p69p70,p70p71,p71p72,p72p73,p73p74,p74p75,p75p76,p76p77,p77p78,p78p79,p79p80,p80p81,p81p82,p82p83,p83p84,p84p85,p85p86,p86p87,p87p88,p88p89,p89p90,p90p91,p91p92,p92p93,p93p94,p94p95,p95p96,p96p97,p97p98,p98p99,p99p100
GW (XOF),-8060.974,-2789.890,-1274.572,-848.518,-590.733,-405.727,-267.055,-161.404,-80.390,-15.084,40.189,83.959,120.790,152.855,183.472,213.580,242.333,271.856,300.441,332.209,366.945,407.658,453.493,498.891,546.118,598.474,655.437,714.813,776.838,843.447,912.766,981.951,1054.625,1130.577,1207.537,1288.313,1369.933,1449.534,1528.875,1607.222,1685.655,1768.878,1854.746,1941.577,2033.212,2129.135,2228.638,2326.066,2421.533,2519.602,2620.243,2725.518,2833.252,2944.036,3054.917,3165.641,3280.667,3403.399,3533.374,3665.312,3804.339,3950.635,4099.479,4253.365,4412.924,4580.330,4755.462,4933.884,5123.492,5325.705,5532.701,5748.478,5981.023,6230.731,6492.221,6765.170,7054.379,7365.823,7694.833,8038.982,8402.017,8794.949,9227.976,9694.805,10197.221,10745.004,11345.989,12015.800,12775.544,13636.460,14636.934,15826.235,17246.198,18981.261,21191.123,24064.557,28055.621,34137.801,45414.292,62284.240
GY (GYD),-241545.399,-80404.256,-31603.447,-19018.909,-12438.601,-8317.101,-5383.176,-3236.836,-1576.413,-211.100,917.022,1800.338,2575.242,3248.890,3820.975,4380.860,4937.462,5511.490,6036.253,6586.840,7206.938,7976.066,8830.202,9640.711,10468.993,11425.697,12506.609,13547.760,14602.691,15775.430,16964.172,18173.080,19478.505,20816.768,22169.397,23593.510,25038.451,26429.587,27919.862,29444.335,30860.218,32349.955,33937.425,35555.188,37224.405,38990.450,40826.142,42599.759,44365.205,46189.350,48088.936,50082.913,52110.919,54233.978,56366.979,58484.956,60661.060,63006.397,65522.090,68111.471,70878.283,73736.129,76625.491,79677.745,82863.105,86224.591,89816.738,93489.079,97447.770,101758.523,106162.975,110783.549,115805.118,121196.620,126849.661,132694.438,139050.852,146050.115,153471.300,161286.137,169478.618,178552.188,188639.149,199604.390,211513.525,225147.463,240181.980,256575.592,275401.775,296531.712,321466.288,351487.487,387018.080,430370.868,485045.759,556142.786,655532.552,806491.008,1094141.922,1527978.190
HK (HKD),-350051.702,-119623.656,-52072.479,-33505.382,-22841.578,-15486.139,-10006.399,-5876.549,-2696.819,-104.708,2050.489,3731.731,5179.619,6431.547,7590.502,8737.654,9836.644,10992.352,12091.103,13283.670,14614.647,16230.956,18036.322,19781.756,21587.793,23615.643,25839.134,28085.469,30413.725,32949.802,35547.941,38129.741,40888.450,43771.796,46688.741,49764.389,52867.758,55867.901,58936.109,62007.496,65014.634,68208.423,71533.844,74896.750,78421.982,82124.659,85966.602,89699.244,93359.241,97141.059,101061.060,105174.036,109359.145,113677.777,118003.222,122311.531,126774.043,131546.075,136632.198,141815.623,147305.276,153063.558,158901.152,164959.464,171262.832,177919.268,184948.301,192128.129,199812.720,208069.663,216498.274,225291.346,234812.385,245034.603,255744.961,266890.900,278790.361,291759.314,305520.539,319905.045,335001.098,351496.320,369769.380,389509.355,410806.221,434461.446,460431.949,489172.283,521995.239,559017.968,602524.508,654735.260,716829.302,792687.213,889072.403,1014522.623,1188970.461,1453935.393,1948529.879,2688331.148
HN (HNL),-30597.344,-10187.457,-4008.036,-2413.502,-1579.041,-1055.894,-683.300,-410.644,-199.716,-26.280,117.015,229.210,327.618,413.156,485.866,557.042,627.768,700.745,767.483,837.534,916.425,1014.268,1122.930,1226.049,1331.444,1453.144,1590.592,1723.042,1857.277,2006.475,2157.720,2311.477,2477.508,2647.763,2819.839,3001.022,3184.837,3361.807,3551.302,3745.114,3925.219,4114.740,4316.644,4522.385,4734.699,4959.308,5192.778,5418.361,5642.854,5874.827,6116.389,6369.957,6627.849,6897.784,7168.970,7438.255,7714.958,8013.151,8332.981,8662.153,9013.842,9377.171,9744.514,10132.480,10537.361,10964.649,11421.210,11887.962,12391.089,12938.883,13498.568,14085.679,14723.722,15408.765,16127.039,16869.718,17677.256,18566.397,19509.153,20501.837,21542.468,22694.875,23975.954,25368.468,26880.744,28611.601,30520.164,32601.532,34991.670,37674.385,40840.118,44651.677,49162.882,54667.346,61609.974,70638.068,83257.990,102425.326,138939.908,194004.358
HR (HRK),-87778.523,-30549.792,-14239.452,-9591.668,-6708.624,-4626.115,-3084.722,-1909.642,-1008.509,-286.295,337.259,841.695,1257.761,1622.379,1974.891,2320.502,2652.072,2984.005,3308.795,3674.865,4068.052,4512.202,5012.886,5519.622,6047.179,6627.759,7260.513,7929.826,8629.160,9375.222,10164.743,10962.011,11788.453,12648.427,13520.386,14430.356,15352.916,16258.286,17152.640,18032.952,18918.953,19854.102,20817.337,21793.887,22824.065,23901.091,25019.275,26123.417,27210.733,28320.807,29450.492,30629.930,31846.170,33097.757,34351.644,35607.347,36913.772,38304.572,39769.943,41259.161,42822.828,44465.180,46141.428,47875.904,49671.028,51543.506,53489.706,55470.649,57565.021,59788.922,62073.471,64456.801,67014.087,69758.040,72627.768,75623.758,78793.582,82168.110,85711.509,89435.886,93379.856,97614.601,102250.279,107241.980,112614.521,118434.116,124825.818,131957.892,140005.020,149149.391,159642.071,171970.913,186717.223,204742.911,227726.163,257596.352,299048.111,362319.421,479277.272,653690.106
HT (HTG),-12422.380,-4134.120,-1623.406,-976.366,-638.321,-426.789,-276.285,-166.215,-81.064,-11.045,46.812,92.118,131.870,166.432,195.754,224.444,252.981,282.398,309.276,337.468,369.221,408.607,452.346,493.846,536.250,585.245,640.621,693.937,747.946,807.996,868.863,930.782,997.648,1066.176,1135.441,1208.363,1282.357,1353.597,1429.948,1508.065,1580.577,1656.861,1738.172,1821.042,1906.534,1996.994,2091.021,2181.865,2272.309,2365.756,2463.070,2565.217,2669.110,2777.890,2887.183,2995.703,3107.191,3227.364,3356.270,3488.964,3630.765,3777.206,3925.258,4081.692,4244.949,4417.225,4601.343,4789.570,4992.483,5213.473,5439.272,5676.167,5933.628,6210.057,6499.899,6799.552,7125.496,7484.434,7865.000,8265.786,8685.949,9151.360,9668.764,10231.262,10842.223,11541.852,12313.392,13154.564,14120.585,15204.784,16484.203,18024.626,19847.667,22072.022,24877.042,28524.510,33623.814,41369.124,56131.312,78398.555
HU (HUF),-160482.884,-54867.219,-22844.521,-13155.553,-8128.055,-4628.172,-2297.481,-962.237,-227.420,-5.547,0.661,44.812,225.891,530.882,973.813,1552.498,2166.790,2822.761,3588.450,4350.729,4877.755,5597.568,6541.793,7188.624,7751.057,8334.030,8920.510,9431.394,10090.256,10990.650,11679.585,12257.062,12885.590,13569.197,14083.620,14668.685,15621.792,16511.642,17297.821,18155.546,18985.409,19836.650,20735.723,21642.019,22638.691,23306.971,23556.135,24000.294,24882.085,25993.163,27181.843,28214.028,29199.861,30369.363,31558.007,32572.978,33550.400,34644.559,35633.233,36638.398,37621.585,38581.232,39629.264,40886.851,42335.509,44131.056,46036.279,47078.865,47989.407,49689.798,52137.083,54724.089,56698.774,58596.904,60946.638,64054.479,67514.544,70051.226,72165.859,75126.095,78628.529,82866.537,87892.240,92666.438,97723.951,103465.119,109563.373,116328.272,124812.131,135269.214,147058.969,162320.919,181001.740,199868.892,227457.727,268811.237,332402.042,440548.914,625872.940,839677.319
ID (IDR),-58067.051,-20086.507,-9301.989,-6183.282,-4157.314,-2919.534,-1929.293,-1190.976,-700.729,-203.234,285.682,533.548,780.338,1026.635,1266.553,1504.788,1515.718,1757.249,1999.669,2243.872,2486.726,2731.676,2979.161,3228.000,3708.862,3956.108,4203.335,4685.180,5171.661,5659.503,6142.366,6623.956,7108.471,7591.961,8074.623,8557.220,9039.019,9519.050,10006.399,10497.943,10983.423,11467.725,12209.825,12951.555,13433.780,14171.581,14908.403,15387.389,16122.664,16859.308,17343.585,18083.248,18820.041,19557.193,20294.692,21031.148,21765.516,22498.752,23487.923,24224.107,24961.478,25950.499,26937.104,27924.616,28913.269,30158.560,31408.954,32660.721,33916.838,35177.799,36689.541,38201.445,39717.153,41232.747,43001.577,44767.605,46541.247,48834.660,51135.172,53435.501,55982.289,58544.860,61372.351,64459.314,67807.221,71703.784,75864.142,80272.490,85473.876,91183.539,97717.864,105853.787,115541.129,127065.649,141711.645,161065.799,187755.971,228230.002,304191.933,419383.414
IE (EUR),-1453474.044,-501681.010,-238251.985,-187010.593,-160285.931,-133616.383,-109015.325,-89180.236,-74070.082,-58811.754,-43328.454,-30062.045,-19940.949,-12077.251,-6232.201,-3098.331,-1344.485,-335.726,-68.892,-60.083,-46.982,6.249,163.308,397.842,806.902,1367.524,1934.170,2771.415,4071.929,5932.314,7902.473,9912.537,12206.000,15155.178,19456.221,24442.117,29181.131,33223.922,37214.913,41443.901,46147.754,50598.401,54272.790,58917.388,63691.564,67957.972,72878.891,78388.140,83339.929,87702.635,91962.643,95943.168,100071.642,104909.439,109762.746,114565.081,120391.384,126561.168,132593.544,138545.885,144614.477,151282.541,158796.208,167259.002,177348.701,188185.972,198678.257,208813.658,217471.383,226156.589,237168.537,250358.675,264101.531,278085.546,293045.342,309193.845,324725.407,340684.702,359108.296,376036.369,393379.000,417746.954,447040.646,474267.579,504980.296,546510.631,585381.436,622890.590,670639.197,732683.754,812407.570,895970.589,978433.293,1072381.380,1192659.149,1362195.577,1586467.763,1915822.334,2601087.710,3521393.275
IL (ILS),-389954.881,-132240.715,-55906.956,-35275.908,-23752.668,-16014.497,-10311.284,-6047.413,-2757.604,-65.583,2163.517,3900.729,5407.090,6708.551,7887.919,9055.278,10181.633,11367.075,12483.421,13682.619,15027.771,16676.322,18512.736,20275.588,22093.515,24149.257,26419.721,28679.551,31008.024,33561.509,36165.962,38763.762,41553.595,44458.683,47395.906,50494.494,53623.937,56641.562,59769.678,62922.841,65966.823,69193.845,72574.033,75997.819,79570.883,83330.953,87234.649,91019.344,94741.703,98591.621,102591.521,106790.856,111060.739,115481.868,119913.272,124323.034,128881.466,133763.955,138979.715,144309.933,149968.595,155882.954,161872.295,168112.990,174614.205,181485.917,188769.302,196213.756,204201.767,212817.312,221609.525,230793.439,240751.716,251442.116,262644.828,274281.652,286767.633,300425.253,314922.224,330100.788,346012.601,363469.156,382832.658,403780.424,426419.713,451804.224,479701.511,510439.536,545620.849,585232.754,631889.088,687985.906,754592.349,835944.011,939128.448,1073429.934,1260396.737,1544186.439,2076559.858,2873828.785
IM (GBP),-280691.058,-97533.574,-45215.020,-30379.379,-21237.622,-14637.497,-9728.050,-5984.641,-3114.745,-811.858,1163.297,2750.126,4066.453,5217.720,6326.793,7414.813,8456.659,9507.527,10532.919,11684.186,12927.271,14347.978,15950.287,17561.352,19239.026,21088.926,23103.267,25226.410,27445.352,29816.616,32312.252,34822.747,37434.703,40156.434,42915.583,45800.428,48722.072,51584.184,54416.398,57204.737,60008.733,62974.162,66028.668,69122.980,72388.721,75804.219,79349.042,82840.083,86271.150,89780.678,93360.265,97099.162,100945.003,104901.150,108862.959,112826.271,116948.010,121339.542,125973.623,130679.532,135626.043,140825.629,146127.471,151611.270,157289.408,163221.240,169397.833,175684.909,182341.646,189418.730,196680.778,204254.725,212392.762,221127.617,230267.340,239810.869,249910.172,260699.617,272051.028,283962.106,296562.971,310127.575,325010.629,341042.295,358294.137,377004.987,397546.099,420465.465,446364.059,475772.269,509652.862,549613.718,597392.839,655787.145,730217.540,826954.470,961248.617,1166188.529,1545379.995,2111802.828
IN (INR),-22820.316,-6690.774,-1441.413,-696.633,-228.800,236.002,461.280,666.928,861.076,1050.376,1243.592,1433.456,1624.520,1815.033,2005.478,2188.164,2364.010,2529.979,2702.981,2863.492,3027.041,3192.260,3501.409,3668.861,3835.417,4133.534,4287.364,4309.003,4466.330,4763.378,4925.945,5095.372,5416.074,5708.868,5858.356,5891.837,6036.285,6331.558,6841.787,7313.249,7457.975,7494.020,7638.123,7924.123,8244.134,8565.878,8883.122,9200.847,9525.346,9844.668,10163.845,10480.773,10974.177,11470.268,11789.633,12107.851,12423.538,12919.691,13410.581,13903.312,14576.430,15062.764,15548.629,16222.178,16892.352,17553.332,18216.224,18877.702,19536.626,20198.683,20867.960,21891.334,22913.513,23936.769,25134.105,25979.122,27531.818,29095.684,30139.994,31711.451,33298.207,35428.183,37569.373,39402.785,41092.447,44730.931,48757.336,51751.792,55984.769,60775.908,66466.233,73400.651,81248.600,90181.522,100990.612,115350.890,136171.764,165606.770,219116.738,295928.666
IQ (IQD),-42870.954,-14776.643,-6645.517,-4374.680,-3025.597,-2068.334,-1349.982,-804.215,-385.209,-45.889,238.860,462.455,652.607,817.608,973.655,1127.576,1274.473,1427.229,1574.105,1735.838,1914.370,2127.182,2366.031,2600.005,2843.008,3113.653,3408.545,3712.414,4029.209,4371.177,4724.448,5075.652,5447.362,5836.377,6230.321,6644.789,7063.093,7469.510,7878.216,8283.677,8686.816,9115.148,9558.308,10006.153,10477.923,10972.334,11485.127,11985.361,12475.107,12979.677,13499.936,14044.926,14600.922,15173.010,15745.635,16316.799,16909.600,17542.615,18214.825,18897.864,19619.034,20377.643,21148.221,21945.395,22773.100,23644.344,24559.315,25492.530,26487.252,27551.046,28638.378,29771.778,30995.866,32310.335,33687.250,35123.191,36648.032,38299.218,40047.836,41874.702,43797.213,45886.237,48194.381,50684.386,53365.978,56308.690,59537.088,63127.571,67212.338,71832.456,77231.514,83680.516,91368.704,100762.340,112717.768,128270.879,149880.006,182761.993,243849.633,335222.513
IR (IRR),-51763.746,-17119.809,-6553.980,-3877.544,-2510.460,-1676.520,-1091.621,-667.354,-339.165,-69.150,154.287,329.752,484.252,619.281,730.723,838.844,948.019,1058.973,1158.896,1262.794,1379.731,1525.096,1686.514,1839.175,1994.592,2175.915,2382.900,2580.027,2778.361,2999.718,3223.844,3454.224,3702.981,3955.963,4211.763,4480.593,4753.993,5017.493,5303.413,5597.300,5865.815,6147.296,6449.528,6758.410,7075.707,7412.249,7762.125,8099.809,8438.004,8786.951,9150.421,9531.780,9919.816,10328.106,10738.750,11146.136,11563.571,12014.960,12499.674,13000.029,13536.218,14087.013,14643.676,15235.614,15853.551,16504.564,17202.393,17915.619,18685.540,19527.170,20387.984,21292.853,22276.857,23333.603,24441.917,25585.745,26836.505,28216.854,29679.299,31223.123,32842.767,34643.222,36646.142,38828.623,41203.926,43942.639,46967.413,50253.461,54029.987,58265.079,63262.472,69278.217,76390.604,85064.245,95974.079,110152.184,130012.896,160206.462,218149.477,305884.659
IS (ISK),-367355.150,-128075.650,-60030.811,-40515.166,-28331.231,-19535.148,-13061.617,-8129.609,-4344.907,-1314.780,1321.384,3470.951,5233.406,6782.203,8284.247,9757.730,11173.279,12580.761,13960.652,15521.651,17190.407,19051.589,21147.150,23280.890,25502.063,27940.643,30602.026,33426.447,36375.215,39516.717,42861.134,46252.722,49755.116,53396.311,57087.786,60932.443,64834.900,68670.900,72456.441,76184.079,79936.680,83889.459,87960.913,92094.113,96448.833,101001.211,105728.766,110411.372,115031.981,119741.057,124524.277,129518.209,134679.921,139994.091,145322.508,150663.407,156224.227,162138.353,168359.254,174688.183,181326.504,188291.525,195407.619,202773.833,210396.226,218335.836,226574.503,234961.990,243817.753,253208.705,262867.768,272946.002,283745.615,295327.553,307432.108,320065.397,333430.507,347606.132,362462.495,378104.989,394681.902,412431.542,431810.829,452670.775,475129.591,499438.065,526151.328,555955.383,589533.828,627715.933,671341.804,722388.535,783458.277,858126.748,953363.642,1077151.373,1248845.694,1510896.341,1994752.037,2714447.885
IT (EUR),-823313.082,-232702.487,-44518.377,-22771.620,-7553.146,-4362.524,-3364.533,-2338.637,-553.208,3306.656,6294.053,6877.796,7262.918,7646.067,8034.196,8521.447,9269.330,10183.419,11106.622,11917.831,12467.280,12841.973,13166.682,13517.792,13928.000,14321.766,14668.367,14921.294,15033.946,16681.355,20691.359,25224.976,28318.823,30008.794,31209.259,31983.825,32552.629,33028.136,33447.645,34018.705,34856.502,35935.389,37386.150,39356.107,41902.196,45015.211,48684.910,52926.138,57679.515,62700.195,67773.677,72888.030,77895.838,82768.256,87589.375,92454.652,97434.274,102540.546,108214.590,114801.219,126982.406,144243.746,153171.361,153778.687,154217.645,154586.983,155069.724,155562.519,156092.707,156459.226,157877.854,163378.645,173870.143,187585.147,202477.596,217021.003,230221.884,242353.275,254296.473,266671.489,279505.570,292842.875,306502.070,319929.383,333523.373,347469.319,361857.041,377061.234,393517.003,411381.910,430820.566,453191.185,483501.481,530478.381,596739.099,671356.561,778289.039,947189.238,1267083.200,1731098.202
JE (UNK),-371652.083,-129141.564,-59869.822,-40226.384,-28121.625,-19382.181,-12881.607,-7924.999,-4124.985,-1075.790,1539.584,3640.858,5383.769,6908.367,8376.962,9817.600,11197.240,12588.711,13946.441,15471.039,17117.019,18998.052,21119.658,23252.921,25474.262,27923.645,30590.814,33402.241,36340.395,39480.124,42784.792,46109.004,49567.745,53171.618,56825.096,60645.004,64513.728,68303.575,72053.721,75745.849,79458.748,83385.314,87429.933,91527.049,95851.329,100373.852,105067.626,109690.323,114233.617,118880.678,123620.463,128571.199,133663.650,138902.110,144148.195,149396.209,154853.946,160669.083,166805.159,173036.414,179586.330,186471.208,193491.580,200752.875,208271.484,216125.932,224304.475,232629.203,241443.317,250814.037,260429.625,270458.176,281233.689,292799.371,304901.150,317537.538,330909.845,345195.631,360225.312,375996.170,392680.419,410640.542,430346.030,451572.259,474414.144,499187.368,526384.296,556729.804,591019.669,629956.245,674813.565,727719.982,790977.468,868288.931,966831.969,1094907.647,1272707.333,1544039.462,2046071.210,2795982.959
JM (JMD),-55024.189,-18313.749,-7194.560,-4328.206,-2830.123,-1892.304,-1224.899,-736.735,-359.086,-48.551,208.040,408.961,585.235,738.490,868.568,995.853,1122.429,1252.934,1372.207,1497.327,1638.243,1813.035,2007.146,2191.329,2379.536,2596.965,2842.670,3079.283,3318.995,3585.499,3855.633,4130.401,4427.109,4731.238,5038.632,5362.261,5690.638,6006.792,6345.559,6692.134,7013.922,7352.472,7713.284,8081.001,8460.380,8861.786,9279.022,9682.141,10083.448,10498.088,10929.881,11383.124,11844.109,12326.745,12811.649,13293.127,13787.798,14320.971,14892.884,15481.581,16110.650,16760.354,17417.213,18111.192,18835.435,19599.708,20416.470,21251.462,22151.592,23131.845,24133.421,25184.184,26326.148,27552.244,28837.831,30166.971,31612.612,33204.526,34892.383,36669.849,38533.232,40597.169,42891.651,45386.018,48095.213,51197.223,54618.002,58347.725,62630.970,67438.261,73111.161,79941.323,88024.766,97887.710,110325.859,126499.773,149110.849,183454.295,248904.257,347623.247
JO (JOD),-57038.408,-19064.851,-7618.010,-4633.469,-3049.943,-2041.947,-1318.038,-785.836,-374.217,-35.971,243.415,461.896,652.990,818.741,962.010,1102.623,1241.192,1385.074,1517.920,1657.920,1815.496,2010.677,2227.319,2433.537,2644.660,2887.257,3159.694,3423.956,3692.918,3990.902,4293.383,4599.338,4929.613,5269.495,5613.056,5975.010,6341.870,6694.832,7070.276,7453.077,7811.966,8190.271,8591.875,9000.428,9422.879,9869.446,10333.386,10782.201,11227.133,11687.394,12166.458,12669.434,13180.994,13714.831,14250.916,14783.527,15331.670,15921.303,16553.241,17202.553,17895.396,18613.174,19338.923,20102.890,20900.171,21742.007,22639.843,23557.912,24546.696,25620.910,26717.810,27867.440,29116.194,30456.918,31862.430,33317.197,34894.388,36628.336,38467.744,40401.984,42429.012,44669.002,47158.334,49860.833,52792.441,56133.419,59814.483,63837.473,68455.000,73640.496,79758.980,87125.196,95849.304,106496.819,119945.140,137438.115,161864.840,198950.984,269337.158,375273.163
JP (JPY),-198975.534,-68745.906,-31199.984,-20673.550,-14354.637,-9839.585,-6451.460,-3872.726,-1894.455,-296.476,1050.435,2112.520,3010.715,3791.462,4533.982,5265.152,5963.032,6684.020,7379.916,8150.124,8996.068,9995.684,11119.576,12226.934,13378.175,14657.076,16049.061,17492.757,18999.800,20621.845,22303.899,23979.140,25745.059,27592.115,29463.231,31429.420,33414.921,35347.946,37281.899,39195.274,41105.507,43133.949,45229.149,47347.011,49580.610,51919.856,54346.147,56717.560,59039.892,61428.912,63886.086,66458.102,69086.118,71788.956,74494.128,77193.984,79997.620,82990.208,86163.432,89385.620,92784.010,96360.068,99995.616,103754.892,107655.150,111753.604,116048.778,120426.842,125085.863,130060.715,135149.487,140453.717,146175.917,152320.702,158756.460,165471.907,172593.516,180283.000,188416.175,196917.552,205875.382,215588.680,226306.863,237865.104,250307.431,263910.435,278833.460,295451.719,314327.543,335699.024,360602.666,390276.869,425682.844,468944.202,524026.869,595666.180,695182.728,846738.416,1127962.584,1548676.761
